_id,model_year,make,model,vehicle_class,motor_(kw),transmission,fuel_type,city_(kwh/100_km),highway_(kwh/100_km),combined_(kwh/100_km),city_(le/100_km),highway_(le/100_km),combined_(le/100_km),range_(km),co2_emissions_(g/km),co2_rating,smog_rating,recharge_time_(h),display_name
25838,2023,Kia,"EV6 Long Range AWD (20"" Wheels) Station wagon: Small 239 kW Automatic 1-Gear",Station wagon: Small,239,A1,B,19.9,24.2,21.7,2.2,2.7,2.5,406,0,10,10,8.4,"2023 Kia EV6 Long Range AWD (20"" Wheels) Station wagon: Small 239 kW Automatic 1-Gear"
25839,2023,Kia,EV6 GT AWD Station wagon: Small 430 kW Automatic 1-Gear,Station wagon: Small,430,A1,B,24.7,28.4,26.4,2.8,3.2,3.0,332,0,10,10,8.9,2023 Kia EV6 GT AWD Station wagon: Small 430 kW Automatic 1-Gear
25840,2023,Kia,Niro EV Station wagon: Small 150 kW Automatic 1-Gear,Station wagon: Small,150,A1,B,16.8,20.5,18.6,1.9,2.3,2.1,407,0,10,10,7.5,2023 Kia Niro EV Station wagon: Small 150 kW Automatic 1-Gear
25841,2023,Kia,Soul EV (120 Ah) Station wagon: Small 150 kW Automatic 1-Gear,Station wagon: Small,150,A1,B,15.6,20.4,17.8,1.8,2.3,2.0,248,0,10,10,6,2023 Kia Soul EV (120 Ah) Station wagon: Small 150 kW Automatic 1-Gear
25842,2023,Kia,Soul EV (180 Ah) Station wagon: Small 150 kW Automatic 1-Gear,Station wagon: Small,150,A1,B,16.9,21.0,18.7,1.9,2.4,2.1,383,0,10,10,9.5,2023 Kia Soul EV (180 Ah) Station wagon: Small 150 kW Automatic 1-Gear
25843,2023,Lexus,"RZ 450e AWD (18"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear",Sport utility vehicle: Small,230,A1,B,18.1,21.4,19.6,2.0,2.4,2.2,354,0,10,10,10,"2023 Lexus RZ 450e AWD (18"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear"
25844,2023,Lexus,"RZ 450e AWD (20"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear",Sport utility vehicle: Small,230,A1,B,20.3,24.1,22.4,2.3,2.7,2.5,315,0,10,10,10,"2023 Lexus RZ 450e AWD (20"" Wheels) Sport utility vehicle: Small 230 kW Automatic 1-Gear"
25845,2023,Lucid,"Air Grand Touring XR (19"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,16.1,15.8,16.0,1.8,1.8,1.8,830,0,10,10,13,"2023 Lucid Air Grand Touring XR (19"" Wheels) Full-size 611 kW Automatic 1-Gear"
25846,2023,Lucid,"Air Grand Touring XR (20"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,17.4,17.1,17.3,2.0,1.9,1.9,755,0,10,10,13,"2023 Lucid Air Grand Touring XR (20"" Wheels) Full-size 611 kW Automatic 1-Gear"
25847,2023,Lucid,"Air Grand Touring XR (21"" Wheels) Full-size 611 kW Automatic 1-Gear",Full-size,611,A1,B,17.4,17.1,17.3,2.0,1.9,1.9,755,0,10,10,13,"2023 Lucid Air Grand Touring XR (21"" Wheels) Full-size 611 kW Automatic 1-Gear"
25848,2023,Lucid,"Air Grand Touring Performance (21"" Wheels) Full-size 783 kW Automatic 1-Gear",Full-size,783,A1,B,19.0,18.8,18.9,2.1,2.1,2.1,718,0,10,10,13,"2023 Lucid Air Grand Touring Performance (21"" Wheels) Full-size 783 kW Automatic 1-Gear"
25849,2023,Lucid,"Air Pure (19"" Wheels) Full-size 358 kW Automatic 1-Gear",Full-size,358,A1,B,14.9,14.9,14.9,1.7,1.7,1.7,660,0,10,10,10,"2023 Lucid Air Pure (19"" Wheels) Full-size 358 kW Automatic 1-Gear"
25850,2023,Lucid,"Air Pure (20"" Wheels) Full-size 358 kW Automatic 1-Gear",Full-size,358,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,0,10,10,10,"2023 Lucid Air Pure (20"" Wheels) Full-size 358 kW Automatic 1-Gear"
25851,2023,Lucid,"Air Touring (19"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,14.9,14.9,14.9,1.7,1.7,1.7,684,0,10,10,10,"2023 Lucid Air Touring (19"" Wheels) Full-size 462 kW Automatic 1-Gear"
25852,2023,Lucid,"Air Touring (20"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,0,10,10,10,"2023 Lucid Air Touring (20"" Wheels) Full-size 462 kW Automatic 1-Gear"
25853,2023,Lucid,"Air Touring (21"" Wheels) Full-size 462 kW Automatic 1-Gear",Full-size,462,A1,B,17.2,17.4,17.3,1.9,2.0,1.9,618,0,10,10,10,"2023 Lucid Air Touring (21"" Wheels) Full-size 462 kW Automatic 1-Gear"
25854,2023,Mazda,MX-30 Mid-size 107 kW Automatic 1-Gear,Mid-size,107,A1,B,21.4,24.6,22.8,2.4,2.8,2.6,161,0,10,10,5.3,2023 Mazda MX-30 Mid-size 107 kW Automatic 1-Gear
25855,2023,Mercedes-Benz,AMG EQE 4MATIC+ Sedan Mid-size 460 kW Automatic 1-Gear,Mid-size,460,A1,B,28.1,28.5,28.3,3.2,3.2,3.2,362,0,10,10,9.5,2023 Mercedes-Benz AMG EQE 4MATIC+ Sedan Mid-size 460 kW Automatic 1-Gear
25856,2023,Mercedes-Benz,AMG EQS 4MATIC+ Sedan Full-size 484 kW Automatic 1-Gear,Full-size,484,A1,B,28.4,27.4,27.9,3.2,3.1,3.1,446,0,10,10,11.25,2023 Mercedes-Benz AMG EQS 4MATIC+ Sedan Full-size 484 kW Automatic 1-Gear
25857,2023,Mercedes-Benz,EQB 250+ Sport utility vehicle: Small 140 kW Automatic 1-Gear,Sport utility vehicle: Small,140,A1,B,18.5,21.6,19.9,2.1,2.4,2.2,394,0,10,10,7.75,2023 Mercedes-Benz EQB 250+ Sport utility vehicle: Small 140 kW Automatic 1-Gear
25858,2023,Mercedes-Benz,EQB 350 4MATIC SUV Sport utility vehicle: Small 215 kW Automatic 1-Gear,Sport utility vehicle: Small,215,A1,B,21.4,22.0,21.7,2.4,2.5,2.4,356,0,10,10,6.25,2023 Mercedes-Benz EQB 350 4MATIC SUV Sport utility vehicle: Small 215 kW Automatic 1-Gear
25859,2023,Mercedes-Benz,EQE 350 4MATIC Sedan Mid-size 215 kW Automatic 1-Gear,Mid-size,215,A1,B,24.2,24.2,24.2,2.7,2.7,2.7,418,0,10,10,8.25,2023 Mercedes-Benz EQE 350 4MATIC Sedan Mid-size 215 kW Automatic 1-Gear
25860,2023,Mercedes-Benz,EQE 350 4MATIC SUV Sport utility vehicle: Standard 215 kW Automatic 1-Gear,Sport utility vehicle: Standard,215,A1,B,25.4,26.4,25.9,2.9,3.0,2.9,407,0,10,10,9.5,2023 Mercedes-Benz EQE 350 4MATIC SUV Sport utility vehicle: Standard 215 kW Automatic 1-Gear
25861,2023,Mercedes-Benz,EQE 500 4MATIC Sedan Mid-size 300 kW Automatic 1-Gear,Mid-size,300,A1,B,25.0,25.5,25.2,2.8,2.9,2.8,418,0,10,10,9.5,2023 Mercedes-Benz EQE 500 4MATIC Sedan Mid-size 300 kW Automatic 1-Gear
25862,2023,Mercedes-Benz,EQE 500 4MATIC SUV Sport utility vehicle: Standard 300 kW Automatic 1-Gear,Sport utility vehicle: Standard,300,A1,B,23.0,24.5,23.7,2.6,2.7,2.7,433,0,10,10,9.5,2023 Mercedes-Benz EQE 500 4MATIC SUV Sport utility vehicle: Standard 300 kW Automatic 1-Gear
25863,2023,Mercedes-Benz,EQS 450 4MATIC Sedan Full-size 265 kW Automatic 1-Gear,Full-size,265,A1,B,20.7,19.9,20.3,2.3,2.2,2.3,547,0,10,10,11.5,2023 Mercedes-Benz EQS 450 4MATIC Sedan Full-size 265 kW Automatic 1-Gear
25864,2023,Mercedes-Benz,EQS 450 4MATIC SUV Sport utility vehicle: Standard 265 kW Automatic 1-Gear,Sport utility vehicle: Standard,265,A1,B,26.7,27.3,26.7,3.0,3.1,3.0,459,0,10,10,11.5,2023 Mercedes-Benz EQS 450 4MATIC SUV Sport utility vehicle: Standard 265 kW Automatic 1-Gear
25865,2023,Mercedes-Benz,EQS 580 4MATIC Sedan Full-size 385 kW Automatic 1-Gear,Full-size,385,A1,B,23.3,22.7,23.0,2.6,2.5,2.6,547,0,10,10,11.25,2023 Mercedes-Benz EQS 580 4MATIC Sedan Full-size 385 kW Automatic 1-Gear
25866,2023,Mercedes-Benz,EQS 580 4MATIC SUV Sport utility vehicle: Standard 400 kW Automatic 1-Gear,Sport utility vehicle: Standard,400,A1,B,26.1,28.0,27.3,3.0,3.2,3.1,459,0,10,10,11.5,2023 Mercedes-Benz EQS 580 4MATIC SUV Sport utility vehicle: Standard 400 kW Automatic 1-Gear
25867,2023,MINI,Cooper SE 3 Door Subcompact 135 kW Automatic 1-Gear,Subcompact,135,A1,B,17.6,20.9,19.1,2.0,2.3,2.1,183,0,10,10,4,2023 MINI Cooper SE 3 Door Subcompact 135 kW Automatic 1-Gear
25868,2023,Polestar,2 Single Motor Mid-size 170 kW Automatic 1-Gear,Mid-size,170,A1,B,18.5,20.9,19.6,2.1,2.3,2.2,435,0,10,10,8,2023 Polestar 2 Single Motor Mid-size 170 kW Automatic 1-Gear
25869,2023,Polestar,2 Dual Motor Mid-size 300 kW Automatic 1-Gear,Mid-size,300,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,418,0,10,10,8,2023 Polestar 2 Dual Motor Mid-size 300 kW Automatic 1-Gear
25870,2023,Polestar,2 Dual Motor Performance Pack Mid-size 350 kW Automatic 1-Gear,Mid-size,350,A1,B,20.0,21.9,20.9,2.3,2.5,2.3,418,0,10,10,8,2023 Polestar 2 Dual Motor Performance Pack Mid-size 350 kW Automatic 1-Gear
25871,2023,Polestar,2 BST Edition Mid-size 350 kW Automatic 1-Gear,Mid-size,350,A1,B,21.3,23.1,22.1,2.4,2.6,2.5,397,0,10,10,8,2023 Polestar 2 BST Edition Mid-size 350 kW Automatic 1-Gear
25872,2023,Porsche,Taycan 4S (Performance Battery) Compact 320 kW Automatic 2-Gear,Compact,320,A2,B,25.5,25.5,25.5,2.9,2.9,2.9,332,0,10,10,9.5,2023 Porsche Taycan 4S (Performance Battery) Compact 320 kW Automatic 2-Gear
25873,2023,Porsche,Taycan 4S (Performance Battery Plus) Compact 360 kW Automatic 2-Gear,Compact,360,A2,B,26.5,26.0,26.3,3.0,2.9,3.0,378,0,10,10,10.5,2023 Porsche Taycan 4S (Performance Battery Plus) Compact 360 kW Automatic 2-Gear
25874,2023,Porsche,Taycan 4S Cross Turismo Mid-size 360 kW Automatic 2-Gear,Mid-size,360,A2,B,26.7,26.7,26.7,3.0,3.0,3.0,370,0,10,10,10.5,2023 Porsche Taycan 4S Cross Turismo Mid-size 360 kW Automatic 2-Gear
25875,2023,Porsche,Taycan GTS Compact 380 kW Automatic 2-Gear,Compact,380,A2,B,25.1,25.5,25.3,2.8,2.9,2.8,396,0,10,10,10.5,2023 Porsche Taycan GTS Compact 380 kW Automatic 2-Gear
25876,2023,Porsche,Taycan GTS Sport Turismo Compact 380 kW Automatic 2-Gear,Compact,380,A2,B,26.1,26.2,26.2,2.9,2.9,2.9,322,0,10,10,10.5,2023 Porsche Taycan GTS Sport Turismo Compact 380 kW Automatic 2-Gear
25877,2023,Porsche,Taycan Turbo Compact 460 kW Automatic 2-Gear,Compact,460,A2,B,25.7,26.3,26.0,2.9,3.0,2.9,383,0,10,10,10.5,2023 Porsche Taycan Turbo Compact 460 kW Automatic 2-Gear
25878,2023,Porsche,Taycan Turbo Cross Turismo Mid-size 460 kW Automatic 2-Gear,Mid-size,460,A2,B,26.1,27.0,26.5,2.9,3.0,3.0,375,0,10,10,10.5,2023 Porsche Taycan Turbo Cross Turismo Mid-size 460 kW Automatic 2-Gear
25879,2023,Porsche,Taycan Turbo S Compact 460 kW Automatic 2-Gear,Compact,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,0,10,10,10.5,2023 Porsche Taycan Turbo S Compact 460 kW Automatic 2-Gear
25880,2023,Porsche,Taycan Turbo S Cross Turismo Mid-size 460 kW Automatic 2-Gear,Mid-size,460,A2,B,27.3,28.6,28.0,3.1,3.2,3.1,357,0,10,10,10.5,2023 Porsche Taycan Turbo S Cross Turismo Mid-size 460 kW Automatic 2-Gear
25881,2023,Rivian,"R1S (20"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13,"2023 Rivian R1S (20"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
25882,2023,Rivian,"R1S (20"" Wheels) All-Terrain Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13,"2023 Rivian R1S (20"" Wheels) All-Terrain Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
25883,2023,Rivian,"R1S (20"" Wheels) AT Dual Large Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2023 Rivian R1S (20"" Wheels) AT Dual Large Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
25884,2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Large Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2023 Rivian R1S (20"" Wheels) AT Performance Dual Large Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
25885,2023,Rivian,"R1S (20"" Wheels) AT Dual Max Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13,"2023 Rivian R1S (20"" Wheels) AT Dual Max Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
25886,2023,Rivian,"R1S (20"" Wheels) AT Performance Dual Max Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13,"2023 Rivian R1S (20"" Wheels) AT Performance Dual Max Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
25887,2023,Rivian,"R1S (21"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,27.8,31.5,29.5,3.1,3.5,3.3,517,0,10,10,13,"2023 Rivian R1S (21"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
25888,2023,Rivian,"R1S (21"" Wheels) Dual Large Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2023 Rivian R1S (21"" Wheels) Dual Large Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
25889,2023,Rivian,"R1S (21"" Wheels) Performance Dual Large Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2023 Rivian R1S (21"" Wheels) Performance Dual Large Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
25890,2023,Rivian,"R1S (21"" Wheels) Dual Max Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,13,"2023 Rivian R1S (21"" Wheels) Dual Max Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
25891,2023,Rivian,"R1S (21"" Wheels) Performance Dual Max Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,23.5,27.7,25.4,2.6,3.1,2.9,644,0,10,10,13,"2023 Rivian R1S (21"" Wheels) Performance Dual Max Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
25892,2023,Rivian,"R1S (22"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear",Sport utility vehicle: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13,"2023 Rivian R1S (22"" Wheels) Sport utility vehicle: Standard 650 kW Automatic 1-Gear"
25893,2023,Rivian,"R1S (22"" Wheels) Dual Large Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13,"2023 Rivian R1S (22"" Wheels) Dual Large Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
25894,2023,Rivian,"R1S (22"" Wheels) Performance Dual Large Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,26.3,29.6,27.8,3.0,3.3,3.1,549,0,10,10,13,"2023 Rivian R1S (22"" Wheels) Performance Dual Large Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
25895,2023,Rivian,"R1S (22"" Wheels) Dual Max Sport utility vehicle: Standard 418 kW Automatic 1-Gear",Sport utility vehicle: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13,"2023 Rivian R1S (22"" Wheels) Dual Max Sport utility vehicle: Standard 418 kW Automatic 1-Gear"
25896,2023,Rivian,"R1S (22"" Wheels) Performance Dual Max Sport utility vehicle: Standard 496 kW Automatic 1-Gear",Sport utility vehicle: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13,"2023 Rivian R1S (22"" Wheels) Performance Dual Max Sport utility vehicle: Standard 496 kW Automatic 1-Gear"
25897,2023,Rivian,"R1T (20"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,30.5,35.1,32.5,3.4,3.9,3.7,465,0,10,10,13,"2023 Rivian R1T (20"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
25898,2023,Rivian,"R1T (20"" Wheels) All-Terrain Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,32.0,35.0,33.4,3.6,3.9,3.7,441,0,10,10,13,"2023 Rivian R1T (20"" Wheels) All-Terrain Pickup truck: Standard 650 kW Automatic 1-Gear"
25899,2023,Rivian,"R1T (20"" Wheels) AT Dual Large Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2023 Rivian R1T (20"" Wheels) AT Dual Large Pickup truck: Standard 418 kW Automatic 1-Gear"
25900,2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Large Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,29.0,32.5,30.6,3.3,3.6,3.4,494,0,10,10,13,"2023 Rivian R1T (20"" Wheels) AT Performance Dual Large Pickup truck: Standard 496 kW Automatic 1-Gear"
25901,2023,Rivian,"R1T (20"" Wheels) AT Dual Max Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13,"2023 Rivian R1T (20"" Wheels) AT Dual Max Pickup truck: Standard 418 kW Automatic 1-Gear"
25902,2023,Rivian,"R1T (20"" Wheels) AT Performance Dual Max Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,26.7,31.1,28.7,3.0,3.5,3.2,571,0,10,10,13,"2023 Rivian R1T (20"" Wheels) AT Performance Dual Max Pickup truck: Standard 496 kW Automatic 1-Gear"
25903,2023,Rivian,"R1T (21"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,27.4,30.2,28.7,3.1,3.4,3.2,528,0,10,10,13,"2023 Rivian R1T (21"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
25904,2023,Rivian,"R1T (21"" Wheels) Dual Large Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2023 Rivian R1T (21"" Wheels) Dual Large Pickup truck: Standard 418 kW Automatic 1-Gear"
25905,2023,Rivian,"R1T (21"" Wheels) Performance Dual Large Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,25.6,28.4,26.9,2.9,3.2,3.0,566,0,10,10,13,"2023 Rivian R1T (21"" Wheels) Performance Dual Large Pickup truck: Standard 496 kW Automatic 1-Gear"
25906,2023,Rivian,"R1T (21"" Wheels) Dual Max Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,13,"2023 Rivian R1T (21"" Wheels) Dual Max Pickup truck: Standard 418 kW Automatic 1-Gear"
25907,2023,Rivian,"R1T (21"" Wheels) Performance Dual Max Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,23.0,27.0,24.8,2.6,3.0,2.8,661,0,10,10,13,"2023 Rivian R1T (21"" Wheels) Performance Dual Max Pickup truck: Standard 496 kW Automatic 1-Gear"
25908,2023,Rivian,"R1T (22"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear",Pickup truck: Standard,650,A1,B,28.7,33.1,30.7,3.2,3.7,3.4,488,0,10,10,13,"2023 Rivian R1T (22"" Wheels) Pickup truck: Standard 650 kW Automatic 1-Gear"
25909,2023,Rivian,"R1T (22"" Wheels) Dual Large Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13,"2023 Rivian R1T (22"" Wheels) Dual Large Pickup truck: Standard 418 kW Automatic 1-Gear"
25910,2023,Rivian,"R1T (22"" Wheels) Performance Dual Large Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,26.1,29.5,27.6,2.9,3.3,3.1,549,0,10,10,13,"2023 Rivian R1T (22"" Wheels) Performance Dual Large Pickup truck: Standard 496 kW Automatic 1-Gear"
25911,2023,Rivian,"R1T (22"" Wheels) Dual Max Pickup truck: Standard 418 kW Automatic 1-Gear",Pickup truck: Standard,418,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13,"2023 Rivian R1T (22"" Wheels) Dual Max Pickup truck: Standard 418 kW Automatic 1-Gear"
25912,2023,Rivian,"R1T (22"" Wheels) Performance Dual Max Pickup truck: Standard 496 kW Automatic 1-Gear",Pickup truck: Standard,496,A1,B,25.0,29.3,26.9,2.8,3.3,3.0,612,0,10,10,13,"2023 Rivian R1T (22"" Wheels) Performance Dual Max Pickup truck: Standard 496 kW Automatic 1-Gear"
25913,2023,Subaru,Solterra AWD Sport utility vehicle: Small 160 kW Automatic 1-Gear,Sport utility vehicle: Small,160,A1,B,18.6,22.4,20.3,2.1,2.5,2.3,360,0,10,10,11,2023 Subaru Solterra AWD Sport utility vehicle: Small 160 kW Automatic 1-Gear
25914,2023,Tesla,Model 3 RWD Mid-size 192 kW Automatic 1-Gear,Mid-size,192,A1,B,15.2,16.6,15.8,1.7,1.9,1.8,438,0,10,10,8.5,2023 Tesla Model 3 RWD Mid-size 192 kW Automatic 1-Gear
25915,2023,Tesla,Model 3 Long Range AWD (pre-1/10/23) Mid-size 293 kW Automatic 1-Gear,Mid-size,293,A1,B,15.6,16.6,16.0,1.8,1.9,1.8,576,0,10,10,10,2023 Tesla Model 3 Long Range AWD (pre-1/10/23) Mid-size 293 kW Automatic 1-Gear
25916,2023,Tesla,Model 3 Long Range AWD Mid-size 293 kW Automatic 1-Gear,Mid-size,293,A1,B,16.0,17.3,16.6,1.8,1.9,1.9,536,0,10,10,10,2023 Tesla Model 3 Long Range AWD Mid-size 293 kW Automatic 1-Gear
25917,2023,Tesla,Model 3 Long Range AWD (Import) Mid-size 276 kW Automatic 1-Gear,Mid-size,276,A1,B,16.0,17.3,16.6,1.8,1.9,1.9,534,0,10,10,10,2023 Tesla Model 3 Long Range AWD (Import) Mid-size 276 kW Automatic 1-Gear
25918,2023,Tesla,Model 3 Performance Mid-size 321 kW Automatic 1-Gear,Mid-size,321,A1,B,17.8,19.6,18.6,2.0,2.2,2.1,507,0,10,10,10,2023 Tesla Model 3 Performance Mid-size 321 kW Automatic 1-Gear
25919,2023,Tesla,Model S Full-size 494 kW Automatic 1-Gear,Full-size,494,A1,B,16.9,18.3,17.5,1.9,2.1,2.0,652,0,10,10,15,2023 Tesla Model S Full-size 494 kW Automatic 1-Gear
25920,2023,Tesla,"Model S Plaid (19"" Wheels) Full-size 750 kW Automatic 1-Gear",Full-size,750,A1,B,17.6,18.7,18.1,2.0,2.1,2.0,637,0,10,10,15,"2023 Tesla Model S Plaid (19"" Wheels) Full-size 750 kW Automatic 1-Gear"
25921,2023,Tesla,"Model S Plaid (21"" Wheels) Full-size 750 kW Automatic 1-Gear",Full-size,750,A1,B,20.4,21.2,20.8,2.3,2.4,2.3,560,0,10,10,15,"2023 Tesla Model S Plaid (21"" Wheels) Full-size 750 kW Automatic 1-Gear"
25922,2023,Tesla,Model X Sport utility vehicle: Standard 494 kW Automatic 1-Gear,Sport utility vehicle: Standard,494,A1,B,19.7,21.7,20.6,2.2,2.4,2.3,560,0,10,10,14,2023 Tesla Model X Sport utility vehicle: Standard 494 kW Automatic 1-Gear
25923,2023,Tesla,"Model X Plaid (20"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear",Sport utility vehicle: Standard,750,A1,B,20.4,22.5,21.4,2.3,2.5,2.4,536,0,10,10,14,"2023 Tesla Model X Plaid (20"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear"
25924,2023,Tesla,"Model X Plaid (22"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear",Sport utility vehicle: Standard,750,A1,B,22.3,23.8,22.9,2.5,2.7,2.6,500,0,10,10,14,"2023 Tesla Model X Plaid (22"" Wheels) Sport utility vehicle: Standard 750 kW Automatic 1-Gear"
25925,2023,Tesla,Model Y RWD Sport utility vehicle: Small 211 kW Automatic 1-Gear,Sport utility vehicle: Small,211,A1,B,16.6,18.1,17.3,1.9,2.0,1.9,394,0,10,10,8,2023 Tesla Model Y RWD Sport utility vehicle: Small 211 kW Automatic 1-Gear
25926,2023,Tesla,Model Y AWD Sport utility vehicle: Small 291 kW Automatic 1-Gear,Sport utility vehicle: Small,291,A1,B,16.3,18.1,17.1,1.8,2.0,1.9,449,0,10,10,9,2023 Tesla Model Y AWD Sport utility vehicle: Small 291 kW Automatic 1-Gear
25927,2023,Tesla,Model Y Long Range AWD Sport utility vehicle: Small 291 kW Automatic 1-Gear,Sport utility vehicle: Small,291,A1,B,16.5,17.9,17.2,1.9,2.0,1.9,531,0,10,10,10,2023 Tesla Model Y Long Range AWD Sport utility vehicle: Small 291 kW Automatic 1-Gear
25928,2023,Tesla,Model Y Long Range AWD (Import) Sport utility vehicle: Small 291 kW Automatic 1-Gear,Sport utility vehicle: Small,291,A1,B,17.4,18.2,17.8,2.0,2.0,2.0,497,0,10,10,10,2023 Tesla Model Y Long Range AWD (Import) Sport utility vehicle: Small 291 kW Automatic 1-Gear
25929,2023,Tesla,Model Y Performance Sport utility vehicle: Small 312 kW Automatic 1-Gear,Sport utility vehicle: Small,312,A1,B,18.2,19.8,18.9,2.0,2.2,2.1,488,0,10,10,10,2023 Tesla Model Y Performance Sport utility vehicle: Small 312 kW Automatic 1-Gear
